Target,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Timestamp
0.378,0.248,246.08,1.8,0.0,0.0,0.0,2006-12-18 04:00:00
0.384,0.25,246.45,1.8,0.0,0.0,0.0,2006-12-18 04:01:00
0.316,0.158,245.62,1.4,0.0,0.0,0.0,2006-12-18 04:02:00
0.302,0.136,245.58,1.4,0.0,0.0,0.0,2006-12-18 04:03:00
0.3,0.132,244.68,1.4,0.0,0.0,0.0,2006-12-18 04:04:00
0.3,0.136,245.33,1.4,0.0,0.0,0.0,2006-12-18 04:05:00
0.272,0.094,245.9,1.2,0.0,0.0,0.0,2006-12-18 04:06:00
0.21,0.0,246.18,0.8,0.0,0.0,0.0,2006-12-18 04:07:00
0.21,0.0,246.71,0.8,0.0,0.0,0.0,2006-12-18 04:08:00
0.21,0.0,246.92,0.8,0.0,0.0,0.0,2006-12-18 04:09:00
0.21,0.0,247.02,0.8,0.0,0.0,0.0,2006-12-18 04:10:00
0.21,0.0,246.47,0.8,0.0,0.0,0.0,2006-12-18 04:11:00
0.21,0.0,247.11,0.8,0.0,0.0,0.0,2006-12-18 04:12:00
0.212,0.0,247.42,0.8,0.0,0.0,0.0,2006-12-18 04:13:00
0.21,0.0,246.93,0.8,0.0,0.0,0.0,2006-12-18 04:14:00
0.21,0.0,247.07,0.8,0.0,0.0,0.0,2006-12-18 04:15:00
0.24,0.0,247.4,1.2,0.0,0.0,0.0,2006-12-18 04:16:00
1.368,0.0,245.36,5.6,0.0,0.0,17.0,2006-12-18 04:17:00
1.358,0.0,245.95,5.4,0.0,0.0,20.0,2006-12-18 04:18:00
1.342,0.0,245.76,5.4,0.0,0.0,18.0,2006-12-18 04:19:00
1.326,0.0,245.13,5.4,0.0,0.0,19.0,2006-12-18 04:20:00
1.312,0.0,244.27,5.2,0.0,0.0,18.0,2006-12-18 04:21:00
1.306,0.0,243.88,5.2,0.0,0.0,19.0,2006-12-18 04:22:00
1.352,0.0,243.77,5.6,0.0,0.0,18.0,2006-12-18 04:23:00
1.41,0.118,243.9,5.8,0.0,0.0,18.0,2006-12-18 04:24:00
1.422,0.124,245.48,5.8,0.0,0.0,19.0,2006-12-18 04:25:00
1.418,0.124,245.26,5.8,0.0,0.0,18.0,2006-12-18 04:26:00
1.422,0.118,244.05,5.8,0.0,0.0,18.0,2006-12-18 04:27:00
1.424,0.12,244.25,5.8,0.0,0.0,19.0,2006-12-18 04:28:00
1.408,0.118,244.17,5.8,0.0,0.0,18.0,2006-12-18 04:29:00
1.398,0.118,244.06,5.6,0.0,0.0,18.0,2006-12-18 04:30:00
1.398,0.12,244.27,5.6,0.0,0.0,18.0,2006-12-18 04:31:00
1.412,0.126,245.52,5.6,0.0,0.0,19.0,2006-12-18 04:32:00
1.398,0.12,244.37,5.6,0.0,0.0,18.0,2006-12-18 04:33:00
1.39,0.116,243.64,5.6,0.0,0.0,18.0,2006-12-18 04:34:00
1.392,0.118,243.9,5.6,0.0,0.0,18.0,2006-12-18 04:35:00
1.394,0.118,244.05,5.6,0.0,0.0,19.0,2006-12-18 04:36:00
1.472,0.204,244.33,6.0,0.0,0.0,18.0,2006-12-18 04:37:00
1.486,0.234,245.6,6.0,0.0,0.0,18.0,2006-12-18 04:38:00
1.482,0.232,245.18,6.0,0.0,0.0,19.0,2006-12-18 04:39:00
1.404,0.116,245.21,5.6,0.0,0.0,18.0,2006-12-18 04:40:00
1.394,0.092,245.61,5.6,0.0,0.0,19.0,2006-12-18 04:41:00
1.394,0.094,245.79,5.6,0.0,0.0,18.0,2006-12-18 04:42:00
1.382,0.09,244.78,5.6,0.0,0.0,18.0,2006-12-18 04:43:00
1.376,0.088,244.33,5.6,0.0,0.0,19.0,2006-12-18 04:44:00
1.366,0.08,243.99,5.6,0.0,0.0,18.0,2006-12-18 04:45:00
1.306,0.0,244.48,5.2,0.0,0.0,18.0,2006-12-18 04:46:00
1.302,0.0,244.16,5.2,0.0,0.0,18.0,2006-12-18 04:47:00
1.304,0.0,244.3,5.2,0.0,0.0,19.0,2006-12-18 04:48:00
1.308,0.0,244.65,5.2,0.0,0.0,18.0,2006-12-18 04:49:00
1.316,0.0,245.41,5.2,0.0,0.0,18.0,2006-12-18 04:50:00
1.328,0.0,246.5,5.4,0.0,0.0,19.0,2006-12-18 04:51:00
1.334,0.0,247.07,5.4,0.0,0.0,19.0,2006-12-18 04:52:00
1.33,0.0,246.81,5.4,0.0,0.0,18.0,2006-12-18 04:53:00
1.332,0.0,247.0,5.4,0.0,0.0,19.0,2006-12-18 04:54:00
1.334,0.0,247.16,5.4,0.0,0.0,18.0,2006-12-18 04:55:00
1.41,0.086,246.76,5.6,0.0,0.0,19.0,2006-12-18 04:56:00
1.382,0.224,246.92,5.8,0.0,1.0,18.0,2006-12-18 04:57:00
0.404,0.276,247.6,2.0,0.0,2.0,0.0,2006-12-18 04:58:00
0.4,0.272,246.87,2.0,0.0,1.0,0.0,2006-12-18 04:59:00
0.396,0.266,245.82,1.8,0.0,1.0,0.0,2006-12-18 05:00:00
0.394,0.268,246.04,1.8,0.0,2.0,0.0,2006-12-18 05:01:00
0.39,0.26,244.86,1.8,0.0,1.0,0.0,2006-12-18 05:02:00
0.388,0.258,244.56,1.8,0.0,2.0,0.0,2006-12-18 05:03:00
0.388,0.258,244.59,1.8,0.0,1.0,0.0,2006-12-18 05:04:00
0.386,0.26,244.78,1.8,0.0,2.0,0.0,2006-12-18 05:05:00
0.384,0.26,244.75,1.8,0.0,1.0,0.0,2006-12-18 05:06:00
0.382,0.258,244.43,1.8,0.0,1.0,0.0,2006-12-18 05:07:00
0.382,0.258,244.58,1.8,0.0,2.0,0.0,2006-12-18 05:08:00
0.38,0.264,245.3,1.8,0.0,1.0,0.0,2006-12-18 05:09:00
0.378,0.262,245.0,1.8,0.0,1.0,0.0,2006-12-18 05:10:00
0.374,0.252,243.49,1.8,0.0,2.0,0.0,2006-12-18 05:11:00
0.374,0.258,244.27,1.8,0.0,1.0,0.0,2006-12-18 05:12:00
0.304,0.152,243.76,1.4,0.0,1.0,0.0,2006-12-18 05:13:00
0.282,0.118,244.44,1.2,0.0,1.0,0.0,2006-12-18 05:14:00
0.282,0.12,244.85,1.2,0.0,2.0,0.0,2006-12-18 05:15:00
0.282,0.122,245.53,1.2,0.0,1.0,0.0,2006-12-18 05:16:00
0.282,0.124,245.68,1.2,0.0,1.0,0.0,2006-12-18 05:17:00
0.28,0.122,245.23,1.2,0.0,1.0,0.0,2006-12-18 05:18:00
0.278,0.116,243.95,1.2,0.0,2.0,0.0,2006-12-18 05:19:00
0.282,0.116,243.7,1.2,0.0,1.0,0.0,2006-12-18 05:20:00
0.286,0.074,243.42,1.4,0.0,0.0,0.0,2006-12-18 05:21:00
0.288,0.1,244.22,1.2,0.0,0.0,0.0,2006-12-18 05:22:00
0.288,0.098,244.09,1.2,0.0,0.0,0.0,2006-12-18 05:23:00
0.282,0.1,244.58,1.2,0.0,0.0,0.0,2006-12-18 05:24:00
0.284,0.104,245.17,1.2,0.0,0.0,0.0,2006-12-18 05:25:00
0.282,0.104,245.39,1.2,0.0,0.0,0.0,2006-12-18 05:26:00
0.284,0.112,247.09,1.2,0.0,0.0,0.0,2006-12-18 05:27:00
0.284,0.114,247.59,1.2,0.0,0.0,0.0,2006-12-18 05:28:00
0.246,0.056,245.88,1.0,0.0,0.0,0.0,2006-12-18 05:29:00
0.26,0.05,245.44,1.2,0.0,0.0,0.0,2006-12-18 05:30:00
0.316,0.134,245.29,1.4,0.0,0.0,0.0,2006-12-18 05:31:00
0.31,0.136,245.41,1.4,0.0,0.0,0.0,2006-12-18 05:32:00
0.31,0.138,245.85,1.4,0.0,0.0,0.0,2006-12-18 05:33:00
0.308,0.138,245.84,1.4,0.0,0.0,0.0,2006-12-18 05:34:00
0.314,0.142,246.43,1.4,0.0,0.0,0.0,2006-12-18 05:35:00
0.314,0.138,245.76,1.4,0.0,0.0,0.0,2006-12-18 05:36:00
0.31,0.132,244.55,1.4,0.0,0.0,0.0,2006-12-18 05:37:00
0.306,0.128,243.7,1.4,0.0,0.0,0.0,2006-12-18 05:38:00
0.306,0.13,244.3,1.4,0.0,0.0,0.0,2006-12-18 05:39:00
0.304,0.13,244.0,1.4,0.0,0.0,0.0,2006-12-18 05:40:00
0.302,0.132,244.59,1.4,0.0,0.0,0.0,2006-12-18 05:41:00
0.298,0.134,245.24,1.4,0.0,0.0,0.0,2006-12-18 05:42:00
0.3,0.138,245.86,1.4,0.0,0.0,0.0,2006-12-18 05:43:00
0.302,0.142,246.37,1.4,0.0,0.0,0.0,2006-12-18 05:44:00
0.3,0.14,246.02,1.4,0.0,0.0,0.0,2006-12-18 05:45:00
0.218,0.0,246.18,1.0,0.0,0.0,0.0,2006-12-18 05:46:00
0.208,0.0,245.99,0.8,0.0,0.0,0.0,2006-12-18 05:47:00
0.208,0.0,246.08,0.8,0.0,0.0,0.0,2006-12-18 05:48:00
0.206,0.0,245.83,0.8,0.0,0.0,0.0,2006-12-18 05:49:00
0.214,0.0,246.08,0.8,0.0,0.0,0.0,2006-12-18 05:50:00
0.214,0.0,245.6,0.8,0.0,0.0,0.0,2006-12-18 05:51:00
0.214,0.0,246.07,0.8,0.0,0.0,0.0,2006-12-18 05:52:00
0.214,0.0,246.28,0.8,0.0,0.0,0.0,2006-12-18 05:53:00
0.212,0.0,245.68,0.8,0.0,0.0,0.0,2006-12-18 05:54:00
0.212,0.0,245.78,0.8,0.0,0.0,0.0,2006-12-18 05:55:00
0.212,0.0,245.79,0.8,0.0,0.0,0.0,2006-12-18 05:56:00
0.212,0.0,245.7,0.8,0.0,0.0,0.0,2006-12-18 05:57:00
0.206,0.0,245.99,0.8,0.0,0.0,0.0,2006-12-18 05:58:00
0.208,0.0,246.45,0.8,0.0,0.0,0.0,2006-12-18 05:59:00
0.214,0.0,246.56,0.8,0.0,0.0,0.0,2006-12-18 06:00:00
0.214,0.0,247.17,0.8,0.0,0.0,0.0,2006-12-18 06:01:00
0.216,0.0,247.67,0.8,0.0,0.0,0.0,2006-12-18 06:02:00
0.246,0.0,246.92,1.2,0.0,0.0,0.0,2006-12-18 06:03:00
0.322,0.14,246.17,1.4,0.0,0.0,0.0,2006-12-18 06:04:00
0.374,0.192,245.17,1.8,0.0,0.0,0.0,2006-12-18 06:05:00
0.39,0.242,244.86,1.8,0.0,0.0,0.0,2006-12-18 06:06:00
0.39,0.242,244.85,1.8,0.0,0.0,0.0,2006-12-18 06:07:00
0.388,0.244,245.15,1.8,0.0,0.0,0.0,2006-12-18 06:08:00
0.388,0.246,245.53,1.8,0.0,0.0,0.0,2006-12-18 06:09:00
0.386,0.25,246.33,1.8,0.0,0.0,0.0,2006-12-18 06:10:00
0.382,0.246,245.78,1.8,0.0,0.0,0.0,2006-12-18 06:11:00
0.38,0.244,245.4,1.8,0.0,0.0,0.0,2006-12-18 06:12:00
0.378,0.244,245.41,1.8,0.0,0.0,0.0,2006-12-18 06:13:00
0.308,0.14,245.46,1.4,0.0,0.0,0.0,2006-12-18 06:14:00
0.304,0.134,245.14,1.4,0.0,0.0,0.0,2006-12-18 06:15:00
0.306,0.136,245.7,1.4,0.0,0.0,0.0,2006-12-18 06:16:00
0.304,0.134,245.11,1.4,0.0,0.0,0.0,2006-12-18 06:17:00
0.3,0.124,245.34,1.4,0.0,0.0,0.0,2006-12-18 06:18:00
0.216,0.0,246.05,0.8,0.0,0.0,0.0,2006-12-18 06:19:00
0.216,0.0,246.59,0.8,0.0,0.0,0.0,2006-12-18 06:20:00
0.216,0.0,246.85,0.8,0.0,0.0,0.0,2006-12-18 06:21:00
0.214,0.0,246.52,0.8,0.0,0.0,0.0,2006-12-18 06:22:00
0.216,0.0,247.59,0.8,0.0,0.0,0.0,2006-12-18 06:23:00
0.218,0.0,248.32,0.8,0.0,0.0,0.0,2006-12-18 06:24:00
0.214,0.0,247.43,0.8,0.0,0.0,0.0,2006-12-18 06:25:00
0.214,0.0,247.16,0.8,0.0,0.0,0.0,2006-12-18 06:26:00
0.214,0.0,246.9,0.8,0.0,0.0,0.0,2006-12-18 06:27:00
0.21,0.0,246.21,0.8,0.0,0.0,0.0,2006-12-18 06:28:00
0.21,0.0,245.18,0.8,0.0,0.0,0.0,2006-12-18 06:29:00
0.21,0.0,245.36,0.8,0.0,0.0,0.0,2006-12-18 06:30:00
0.212,0.0,246.43,0.8,0.0,0.0,0.0,2006-12-18 06:31:00
0.21,0.0,245.72,0.8,0.0,0.0,0.0,2006-12-18 06:32:00
0.21,0.0,246.26,0.8,0.0,0.0,0.0,2006-12-18 06:33:00
0.21,0.0,245.63,0.8,0.0,0.0,0.0,2006-12-18 06:34:00
0.212,0.0,246.27,0.8,0.0,0.0,0.0,2006-12-18 06:35:00
0.24,0.0,246.31,1.2,0.0,0.0,0.0,2006-12-18 06:36:00
0.318,0.132,244.92,1.4,0.0,0.0,0.0,2006-12-18 06:37:00
0.314,0.132,244.95,1.4,0.0,0.0,0.0,2006-12-18 06:38:00
0.312,0.132,244.87,1.4,0.0,0.0,0.0,2006-12-18 06:39:00
0.31,0.132,244.65,1.4,0.0,0.0,0.0,2006-12-18 06:40:00
0.31,0.136,245.75,1.4,0.0,0.0,0.0,2006-12-18 06:41:00
0.31,0.14,246.27,1.4,0.0,0.0,0.0,2006-12-18 06:42:00
0.308,0.138,245.93,1.4,0.0,0.0,0.0,2006-12-18 06:43:00
0.318,0.154,245.99,1.4,0.0,0.0,0.0,2006-12-18 06:44:00
0.362,0.164,245.46,1.6,0.0,0.0,0.0,2006-12-18 06:45:00
0.538,0.162,245.78,2.2,0.0,0.0,0.0,2006-12-18 06:46:00
3.408,0.122,242.19,14.4,0.0,0.0,0.0,2006-12-18 06:47:00
4.816,0.104,240.36,20.0,0.0,0.0,0.0,2006-12-18 06:48:00
1.962,0.146,244.27,8.8,0.0,0.0,0.0,2006-12-18 06:49:00
1.714,0.252,245.05,7.0,0.0,0.0,0.0,2006-12-18 06:50:00
1.684,0.234,244.49,6.8,0.0,0.0,0.0,2006-12-18 06:51:00
1.226,0.114,245.01,5.2,0.0,0.0,0.0,2006-12-18 06:52:00
2.18,0.136,244.21,9.4,0.0,0.0,0.0,2006-12-18 06:53:00
2.782,0.14,243.41,11.6,0.0,0.0,0.0,2006-12-18 06:54:00
0.882,0.128,246.35,4.0,0.0,0.0,0.0,2006-12-18 06:55:00
0.596,0.26,246.1,2.6,0.0,0.0,0.0,2006-12-18 06:56:00
0.586,0.266,246.65,2.6,0.0,2.0,0.0,2006-12-18 06:57:00
0.618,0.274,246.95,2.6,0.0,1.0,0.0,2006-12-18 06:58:00
0.694,0.218,246.15,3.0,0.0,2.0,0.0,2006-12-18 06:59:00
0.684,0.156,245.95,2.8,0.0,1.0,0.0,2006-12-18 07:00:00
0.678,0.152,245.05,2.8,0.0,1.0,0.0,2006-12-18 07:01:00
0.68,0.152,244.85,2.8,0.0,2.0,0.0,2006-12-18 07:02:00
0.668,0.146,243.65,2.8,0.0,1.0,0.0,2006-12-18 07:03:00
0.666,0.144,243.44,2.8,0.0,2.0,0.0,2006-12-18 07:04:00
0.67,0.146,243.85,2.8,0.0,1.0,0.0,2006-12-18 07:05:00
0.67,0.148,243.73,2.8,0.0,1.0,0.0,2006-12-18 07:06:00
0.672,0.148,244.25,2.8,0.0,2.0,0.0,2006-12-18 07:07:00
0.682,0.162,243.77,2.8,0.0,1.0,0.0,2006-12-18 07:08:00
0.716,0.19,243.41,3.0,0.0,2.0,0.0,2006-12-18 07:09:00
0.782,0.3,242.71,3.4,0.0,1.0,0.0,2006-12-18 07:10:00
0.828,0.3,242.96,3.6,0.0,1.0,0.0,2006-12-18 07:11:00
0.846,0.302,243.19,3.6,0.0,1.0,0.0,2006-12-18 07:12:00
0.832,0.294,241.97,3.6,0.0,2.0,0.0,2006-12-18 07:13:00
0.826,0.288,241.01,3.6,0.0,1.0,0.0,2006-12-18 07:14:00
0.832,0.296,242.32,3.6,0.0,1.0,0.0,2006-12-18 07:15:00
0.83,0.298,242.57,3.6,0.0,1.0,0.0,2006-12-18 07:16:00
0.838,0.296,242.56,3.6,0.0,2.0,0.0,2006-12-18 07:17:00
0.85,0.286,243.24,3.6,0.0,1.0,0.0,2006-12-18 07:18:00
0.872,0.284,243.94,3.8,0.0,1.0,0.0,2006-12-18 07:19:00
2.25,0.21,242.34,9.4,0.0,1.0,0.0,2006-12-18 07:20:00
2.942,0.158,241.21,12.4,0.0,0.0,8.0,2006-12-18 07:21:00
3.41,0.15,240.21,14.2,0.0,0.0,18.0,2006-12-18 07:22:00
3.472,0.148,239.75,14.4,0.0,0.0,18.0,2006-12-18 07:23:00
3.466,0.148,239.82,14.4,0.0,0.0,18.0,2006-12-18 07:24:00
3.386,0.0,240.16,14.0,0.0,0.0,18.0,2006-12-18 07:25:00
3.33,0.0,239.38,13.8,0.0,0.0,18.0,2006-12-18 07:26:00
3.348,0.0,240.78,13.8,0.0,0.0,18.0,2006-12-18 07:27:00
3.31,0.0,240.92,13.6,0.0,0.0,17.0,2006-12-18 07:28:00
3.32,0.0,239.63,13.8,0.0,0.0,18.0,2006-12-18 07:29:00
3.398,0.0,241.47,14.0,0.0,0.0,18.0,2006-12-18 07:30:00
3.412,0.0,241.05,14.0,0.0,0.0,18.0,2006-12-18 07:31:00
3.444,0.0,240.77,14.2,0.0,0.0,18.0,2006-12-18 07:32:00
3.598,0.0,241.21,14.8,0.0,0.0,17.0,2006-12-18 07:33:00
3.75,0.074,241.79,15.4,0.0,0.0,18.0,2006-12-18 07:34:00
3.836,0.114,241.52,15.8,0.0,0.0,18.0,2006-12-18 07:35:00
3.792,0.116,241.88,15.6,0.0,0.0,18.0,2006-12-18 07:36:00
3.984,0.112,241.41,16.4,0.0,0.0,18.0,2006-12-18 07:37:00
3.992,0.114,241.44,16.4,0.0,0.0,18.0,2006-12-18 07:38:00
3.958,0.11,240.67,16.4,0.0,0.0,18.0,2006-12-18 07:39:00
3.968,0.112,241.03,16.4,0.0,0.0,17.0,2006-12-18 07:40:00
3.964,0.108,240.36,16.4,0.0,0.0,18.0,2006-12-18 07:41:00
3.918,0.104,238.87,16.4,0.0,0.0,18.0,2006-12-18 07:42:00
3.884,0.174,239.44,16.2,0.0,0.0,17.0,2006-12-18 07:43:00
5.166,0.174,237.5,21.8,0.0,0.0,17.0,2006-12-18 07:44:00
4.788,0.2,238.36,20.6,0.0,0.0,18.0,2006-12-18 07:45:00
2.676,0.204,241.01,11.0,0.0,0.0,18.0,2006-12-18 07:46:00
2.61,0.204,240.62,10.8,0.0,0.0,17.0,2006-12-18 07:47:00
3.096,0.194,239.1,13.2,0.0,0.0,18.0,2006-12-18 07:48:00
3.892,0.202,238.59,16.2,0.0,0.0,17.0,2006-12-18 07:49:00
3.476,0.312,238.49,15.2,0.0,0.0,18.0,2006-12-18 07:50:00
2.17,0.176,239.21,9.0,0.0,0.0,17.0,2006-12-18 07:51:00
2.322,0.164,239.91,9.6,0.0,0.0,18.0,2006-12-18 07:52:00
2.21,0.11,238.45,9.2,0.0,0.0,17.0,2006-12-18 07:53:00
2.428,0.082,236.47,10.2,0.0,0.0,17.0,2006-12-18 07:54:00
2.532,0.114,235.78,10.6,0.0,0.0,18.0,2006-12-18 07:55:00
2.226,0.1,236.06,9.4,1.0,0.0,17.0,2006-12-18 07:56:00
2.262,0.108,237.62,9.4,1.0,0.0,17.0,2006-12-18 07:57:00
2.676,0.242,237.52,11.2,2.0,0.0,17.0,2006-12-18 07:58:00
2.242,0.154,237.52,9.4,1.0,0.0,17.0,2006-12-18 07:59:00
2.128,0.152,238.59,8.8,1.0,0.0,18.0,2006-12-18 08:00:00
1.97,0.152,238.92,8.2,1.0,0.0,17.0,2006-12-18 08:01:00
1.592,0.148,238.87,6.6,1.0,0.0,18.0,2006-12-18 08:02:00
1.522,0.0,239.02,6.4,2.0,0.0,17.0,2006-12-18 08:03:00
1.508,0.0,240.39,6.2,1.0,0.0,18.0,2006-12-18 08:04:00
1.354,0.0,239.82,5.6,1.0,0.0,18.0,2006-12-18 08:05:00
1.33,0.0,239.69,5.4,1.0,0.0,17.0,2006-12-18 08:06:00
1.322,0.0,239.21,5.4,1.0,0.0,18.0,2006-12-18 08:07:00
2.918,0.0,237.35,13.0,26.0,0.0,17.0,2006-12-18 08:08:00
3.492,0.048,236.29,14.6,38.0,0.0,17.0,2006-12-18 08:09:00
3.52,0.046,237.24,14.8,38.0,0.0,17.0,2006-12-18 08:10:00
3.492,0.046,236.36,14.6,38.0,0.0,18.0,2006-12-18 08:11:00
3.516,0.046,237.25,14.8,38.0,0.0,17.0,2006-12-18 08:12:00
3.508,0.046,237.1,14.8,38.0,0.0,17.0,2006-12-18 08:13:00
3.486,0.048,236.6,14.6,37.0,0.0,17.0,2006-12-18 08:14:00
3.518,0.0,236.96,14.8,38.0,0.0,17.0,2006-12-18 08:15:00
3.644,0.098,237.8,15.2,38.0,0.0,18.0,2006-12-18 08:16:00
3.664,0.18,236.41,15.4,38.0,0.0,17.0,2006-12-18 08:17:00
3.628,0.174,235.32,15.4,37.0,0.0,17.0,2006-12-18 08:18:00
3.644,0.178,236.03,15.4,37.0,0.0,17.0,2006-12-18 08:19:00
3.626,0.176,235.87,15.4,38.0,0.0,17.0,2006-12-18 08:20:00
1.866,0.194,237.26,8.6,9.0,0.0,17.0,2006-12-18 08:21:00
1.476,0.198,237.79,6.2,2.0,0.0,17.0,2006-12-18 08:22:00
1.49,0.204,239.04,6.2,1.0,0.0,18.0,2006-12-18 08:23:00
1.478,0.202,238.42,6.2,1.0,0.0,17.0,2006-12-18 08:24:00
1.448,0.16,238.72,6.0,1.0,0.0,18.0,2006-12-18 08:25:00
1.406,0.102,238.91,5.8,1.0,0.0,17.0,2006-12-18 08:26:00
1.41,0.102,238.96,5.8,2.0,0.0,18.0,2006-12-18 08:27:00
1.408,0.1,238.62,5.8,1.0,0.0,17.0,2006-12-18 08:28:00
1.41,0.102,238.77,5.8,1.0,0.0,18.0,2006-12-18 08:29:00
1.402,0.1,238.21,5.8,1.0,0.0,17.0,2006-12-18 08:30:00
1.398,0.1,238.37,5.8,1.0,0.0,18.0,2006-12-18 08:31:00
1.304,0.0,237.97,5.4,2.0,0.0,17.0,2006-12-18 08:32:00
1.308,0.0,237.12,5.4,1.0,0.0,17.0,2006-12-18 08:33:00
1.302,0.0,236.99,5.4,1.0,0.0,17.0,2006-12-18 08:34:00
1.306,0.0,237.69,5.4,1.0,0.0,18.0,2006-12-18 08:35:00
1.306,0.0,237.78,5.4,1.0,0.0,17.0,2006-12-18 08:36:00
1.308,0.0,238.52,5.4,2.0,0.0,17.0,2006-12-18 08:37:00
1.316,0.0,238.73,5.4,1.0,0.0,18.0,2006-12-18 08:38:00
1.322,0.0,239.16,5.4,1.0,0.0,17.0,2006-12-18 08:39:00
1.322,0.0,239.03,5.4,1.0,0.0,18.0,2006-12-18 08:40:00
1.322,0.0,239.29,5.4,1.0,0.0,17.0,2006-12-18 08:41:00
1.312,0.0,238.64,5.4,2.0,0.0,18.0,2006-12-18 08:42:00
1.282,0.0,239.02,5.2,0.0,0.0,17.0,2006-12-18 08:43:00
1.324,0.0,238.72,5.4,2.0,0.0,18.0,2006-12-18 08:44:00
1.318,0.0,237.99,5.4,1.0,0.0,17.0,2006-12-18 08:45:00
1.33,0.0,239.38,5.4,1.0,0.0,18.0,2006-12-18 08:46:00
1.32,0.0,238.95,5.4,1.0,0.0,17.0,2006-12-18 08:47:00
1.326,0.0,239.64,5.4,2.0,0.0,18.0,2006-12-18 08:48:00
1.324,0.0,240.05,5.4,1.0,0.0,17.0,2006-12-18 08:49:00
1.426,0.076,240.21,5.8,1.0,0.0,18.0,2006-12-18 08:50:00
1.424,0.118,238.14,6.0,1.0,0.0,18.0,2006-12-18 08:51:00
1.366,0.124,238.02,5.6,1.0,0.0,17.0,2006-12-18 08:52:00
1.404,0.108,237.41,5.8,1.0,0.0,17.0,2006-12-18 08:53:00
3.078,0.078,235.25,13.6,27.0,0.0,17.0,2006-12-18 08:54:00
3.546,0.074,235.53,15.0,38.0,0.0,17.0,2006-12-18 08:55:00
3.562,0.076,235.87,15.0,37.0,0.0,17.0,2006-12-18 08:56:00
3.618,0.186,234.84,15.4,37.0,0.0,17.0,2006-12-18 08:57:00
3.626,0.2,234.53,15.4,37.0,1.0,17.0,2006-12-18 08:58:00
3.652,0.282,234.19,15.6,37.0,1.0,17.0,2006-12-18 08:59:00
3.678,0.288,234.99,15.6,37.0,2.0,17.0,2006-12-18 09:00:00
3.694,0.29,235.41,15.6,37.0,1.0,17.0,2006-12-18 09:01:00
3.708,0.292,235.73,15.6,37.0,2.0,17.0,2006-12-18 09:02:00
3.708,0.292,235.9,15.6,37.0,1.0,17.0,2006-12-18 09:03:00
3.694,0.292,235.86,15.6,37.0,1.0,17.0,2006-12-18 09:04:00
3.642,0.226,235.81,15.4,38.0,2.0,17.0,2006-12-18 09:05:00
3.576,0.162,235.18,15.2,36.0,1.0,17.0,2006-12-18 09:06:00
3.604,0.166,235.96,15.2,38.0,2.0,17.0,2006-12-18 09:07:00
2.012,0.17,238.55,9.4,12.0,1.0,17.0,2006-12-18 09:08:00
1.332,0.082,238.88,5.6,0.0,1.0,18.0,2006-12-18 09:09:00
1.322,0.078,238.1,5.4,0.0,2.0,17.0,2006-12-18 09:10:00
1.31,0.08,237.51,5.4,0.0,1.0,17.0,2006-12-18 09:11:00
1.326,0.11,237.32,5.6,0.0,1.0,18.0,2006-12-18 09:12:00
1.314,0.084,236.78,5.4,1.0,1.0,17.0,2006-12-18 09:13:00
1.31,0.076,237.17,5.4,0.0,2.0,17.0,2006-12-18 09:14:00
1.31,0.076,237.32,5.4,0.0,1.0,17.0,2006-12-18 09:15:00
1.314,0.078,238.25,5.4,0.0,1.0,18.0,2006-12-18 09:16:00
1.316,0.08,238.65,5.4,0.0,1.0,17.0,2006-12-18 09:17:00
1.326,0.082,239.23,5.4,0.0,2.0,18.0,2006-12-18 09:18:00
1.336,0.086,240.12,5.4,0.0,1.0,17.0,2006-12-18 09:19:00
1.336,0.086,240.24,5.4,0.0,1.0,18.0,2006-12-18 09:20:00
1.338,0.084,240.63,5.6,0.0,1.0,18.0,2006-12-18 09:21:00
1.296,0.0,240.69,5.4,0.0,0.0,18.0,2006-12-18 09:22:00
1.262,0.0,240.62,5.2,0.0,0.0,17.0,2006-12-18 09:23:00
1.368,0.07,241.0,5.6,0.0,0.0,18.0,2006-12-18 09:24:00
1.374,0.098,240.45,5.6,0.0,0.0,18.0,2006-12-18 09:25:00
1.364,0.096,239.83,5.6,0.0,0.0,17.0,2006-12-18 09:26:00
1.346,0.09,238.58,5.6,0.0,0.0,18.0,2006-12-18 09:27:00
1.328,0.086,237.51,5.6,0.0,0.0,17.0,2006-12-18 09:28:00
1.312,0.08,235.72,5.4,0.0,0.0,17.0,2006-12-18 09:29:00
1.322,0.084,236.37,5.6,0.0,0.0,17.0,2006-12-18 09:30:00
1.326,0.086,237.0,5.6,0.0,0.0,17.0,2006-12-18 09:31:00
1.326,0.086,237.13,5.6,0.0,0.0,18.0,2006-12-18 09:32:00
1.308,0.082,235.84,5.4,0.0,0.0,17.0,2006-12-18 09:33:00
1.302,0.08,235.48,5.4,0.0,0.0,17.0,2006-12-18 09:34:00
1.306,0.08,235.47,5.4,0.0,0.0,17.0,2006-12-18 09:35:00
1.312,0.082,235.94,5.4,0.0,0.0,17.0,2006-12-18 09:36:00
1.316,0.084,236.31,5.6,0.0,0.0,17.0,2006-12-18 09:37:00
1.32,0.084,236.7,5.6,0.0,0.0,17.0,2006-12-18 09:38:00
1.25,0.0,236.78,5.2,0.0,0.0,17.0,2006-12-18 09:39:00
